student_id,activity_name,activity_category,registration_date,role,activity_level,hours_per_week,total_events_participated,achievement,status,faculty_coordinator
472,Event Management Team,Other,2025-08-06,Active Member,Medium,6,4,Winner - Intra College Competition,Active,Mr. Preeti Shah
472,Badminton Club,Sports,2025-08-15,Active Member,High,10,5,,Inactive,Mr. Preeti Shah
473,Research Club,Academic,2025-08-13,Member,Medium,4,2,,Active,Mr. Preeti Shah
475,AI/ML Club,Technical,2025-08-17,Active Member,High,9,9,,Active,Mr. Preeti Shah
475,Rotaract Club,Social,2025-08-16,Member,Low,2,1,,Active,Mr. Preeti Shah
475,Mathematics Club,Academic,2025-08-16,Member,Low,3,0,,Active,Mr. Preeti Shah
476,College Magazine,Other,2025-08-26,Member,Medium,3,3,,Active,Mr. Preeti Shah
476,Cricket Team,Sports,2025-08-12,Active Member,Medium,6,5,,Inactive,Mr. Preeti Shah
476,Research Club,Academic,2025-08-13,Member,Low,2,1,,Active,Mr. Preeti Shah
477,Photography Club,Cultural,2025-08-16,Active Member,Medium,6,5,Best Performer Award,Active,Mr. Preeti Shah
478,College Magazine,Other,2025-08-28,Member,Low,3,2,,Active,Mr. Preeti Shah
479,NCC,Social,2025-08-31,Member,Low,2,1,Winner - Intra College Competition,Active,Mr. Preeti Shah
481,Research Club,Academic,2025-08-25,Active Member,High,8,10,,Active,Mr. Sonal Nair
481,Dance Club,Cultural,2025-08-13,Active Member,High,9,5,,Active,Mr. Sonal Nair
483,AI/ML Club,Technical,2025-08-26,Member,Low,1,0,,Active,Mr. Sonal Nair
483,Football Team,Sports,2025-08-11,Member,Low,2,0,,Active,Mr. Sonal Nair
484,Student Council,Other,2025-08-04,Member,High,7,10,,Active,Mr. Sonal Nair
484,Cricket Team,Sports,2025-08-02,Active Member,Medium,4,2,,Active,Mr. Sonal Nair
484,Research Club,Academic,2025-08-21,Core Team,Very High,13,19,,Active,Mr. Sonal Nair
485,Coding Club,Technical,2025-08-21,Member,Low,1,2,,Active,Mr. Sonal Nair
485,College Magazine,Other,2025-08-05,Member,Low,2,0,Certificate of Excellence,Active,Mr. Sonal Nair
487,Photography Club,Cultural,2025-08-03,Member,Medium,5,4,,Active,Mr. Sonal Nair
487,College Magazine,Other,2025-08-13,Member,Medium,6,4,,Active,Mr. Sonal Nair
487,Environmental Club,Social,2025-08-21,Member,Medium,4,5,,Active,Mr. Sonal Nair
488,Rotaract Club,Social,2025-08-28,Active Member,High,7,10,,Active,Mr. Sonal Nair
488,Drama Club,Cultural,2025-08-27,Member,Low,3,2,,Active,Mr. Sonal Nair
492,Coding Club,Technical,2025-08-26,Member,Medium,5,2,,Inactive,Mr. Sonal Nair
492,Research Club,Academic,2025-08-04,Core Team,High,10,7,,Active,Mr. Sonal Nair
493,Photography Club,Cultural,2025-08-27,Member,Medium,5,4,,Active,Mr. Sonal Nair
494,Photography Club,Cultural,2025-08-04,Active Member,High,9,5,Winner - Intra College Competition,Active,Mr. Sonal Nair
494,NSS,Social,2025-08-27,Member,High,7,9,,Active,Mr. Sonal Nair
494,Coding Club,Technical,2025-08-25,Member,Medium,4,5,,Inactive,Mr. Sonal Nair
497,Innovation Club,Academic,2025-08-14,President/Head,Very High,10,15,,Active,Mr. Sonal Nair
497,Coding Club,Technical,2025-08-31,Member,High,6,6,,Active,Mr. Sonal Nair
498,Dance Club,Cultural,2025-08-31,Member,Medium,6,2,,Active,Mr. Sonal Nair
500,Dance Club,Cultural,2025-08-03,Active Member,High,8,7,,Inactive,Mr. Sonal Nair
500,NSS,Social,2025-08-13,Member,High,9,10,,Active,Mr. Sonal Nair
501,Dance Club,Cultural,2025-08-13,Member,Medium,4,5,,Active,Mr. Sonal Nair
503,Music Club,Cultural,2025-08-29,Active Member,High,7,7,,Active,Mr. Sonal Nair
503,Research Club,Academic,2025-08-29,Core Team,Very High,12,10,,Active,Mr. Sonal Nair
503,Student Council,Other,2025-08-04,Member,Medium,3,3,,Active,Mr. Sonal Nair
503,Cricket Team,Sports,2025-08-06,Active Member,Medium,4,3,Winner - Inter College Competition,Active,Mr. Sonal Nair
505,Robotics Club,Technical,2025-08-18,Member,High,9,5,,Active,Mr. Sonal Nair
509,Basketball Team,Sports,2025-08-12,Active Member,High,10,5,,Active,Mr. Sonal Nair
510,Rotaract Club,Social,2025-08-21,Member,Low,3,1,,Active,Mr. Sonal Nair
510,Student Council,Other,2025-08-05,Active Member,Medium,4,2,Winner - Intra College Competition,Active,Mr. Sonal Nair
510,AI/ML Club,Technical,2025-08-04,President/Head,Very High,12,20,,Active,Mr. Sonal Nair
511,Event Management Team,Other,2025-08-19,Member,Low,2,1,,Active,Mr. Sonal Nair
511,Mathematics Club,Academic,2025-08-04,Member,High,7,8,,Active,Mr. Sonal Nair
511,AI/ML Club,Technical,2025-08-19,Member,Medium,4,5,,Active,Mr. Sonal Nair
511,NCC,Social,2025-08-07,Member,Low,3,2,,Active,Mr. Sonal Nair
512,Research Club,Academic,2025-08-06,Member,Low,2,1,,Active,Mr. Sonal Nair
512,Coding Club,Technical,2025-08-15,Member,Medium,6,2,,Active,Mr. Sonal Nair
512,Basketball Team,Sports,2025-08-20,Member,Medium,3,5,,Active,Mr. Sonal Nair
513,Photography Club,Cultural,2025-08-13,Member,Low,3,2,,Active,Mr. Sonal Nair
515,Photography Club,Cultural,2025-08-29,Active Member,High,9,6,,Active,Mr. Sonal Nair
515,Cricket Team,Sports,2025-08-15,President/Head,Very High,13,11,,Inactive,Mr. Sonal Nair
517,Research Club,Academic,2025-08-21,Active Member,Medium,6,2,,Active,Mr. Sonal Nair
518,Dance Club,Cultural,2025-08-10,Core Team,Very High,10,12,,Active,Mr. Sonal Nair
518,Student Council,Other,2025-08-24,Member,Medium,5,5,,Active,Mr. Sonal Nair
519,Music Club,Cultural,2025-08-29,Active Member,Medium,5,3,Winner - Intra College Competition,Inactive,Mr. Sonal Nair
519,Innovation Club,Academic,2025-08-03,Member,High,7,7,,Active,Mr. Sonal Nair
519,Web Development Club,Technical,2025-08-03,Core Team,High,7,9,,Active,Mr. Sonal Nair
520,Innovation Club,Academic,2025-08-29,Core Team,High,9,8,Certificate of Excellence,Active,Mr. Sonal Nair
521,Football Team,Sports,2025-08-23,Active Member,High,9,6,,Active,Mr. Rajesh Mukherjee
521,Research Club,Academic,2025-08-11,Member,Medium,5,4,Winner - Intra College Competition,Active,Mr. Rajesh Mukherjee
521,Dance Club,Cultural,2025-08-18,Active Member,Medium,5,5,,Active,Mr. Rajesh Mukherjee
522,Event Management Team,Other,2025-08-24,Member,Low,2,0,,Active,Mr. Rajesh Mukherjee
523,Robotics Club,Technical,2025-08-11,Member,Medium,5,3,Certificate of Excellence,Active,Mr. Rajesh Mukherjee
523,Music Club,Cultural,2025-08-04,Member,High,9,10,,Inactive,Mr. Rajesh Mukherjee
523,Innovation Club,Academic,2025-08-24,Member,Low,1,1,Participation Certificate,Active,Mr. Rajesh Mukherjee
526,Innovation Club,Academic,2025-08-10,Member,Medium,5,2,Certificate of Excellence,Active,Mr. Rajesh Mukherjee
527,NSS,Social,2025-08-11,Member,Medium,5,5,,Active,Mr. Rajesh Mukherjee
527,Innovation Club,Academic,2025-08-04,Member,Low,3,0,,Active,Mr. Rajesh Mukherjee
528,College Magazine,Other,2025-08-27,Active Member,High,10,6,,Active,Mr. Rajesh Mukherjee
528,Mathematics Club,Academic,2025-08-19,Active Member,Medium,5,4,,Active,Mr. Rajesh Mukherjee
529,Mathematics Club,Academic,2025-08-21,Core Team,High,10,5,,Active,Mr. Rajesh Mukherjee
531,Photography Club,Cultural,2025-08-29,Core Team,Very High,11,19,,Active,Mr. Rajesh Mukherjee
532,Event Management Team,Other,2025-08-20,Core Team,High,7,6,,Active,Mr. Rajesh Mukherjee
532,Mathematics Club,Academic,2025-08-03,Member,Medium,5,2,,Active,Mr. Rajesh Mukherjee
533,Dance Club,Cultural,2025-08-22,Member,Low,2,0,,Active,Mr. Rajesh Mukherjee
533,Environmental Club,Social,2025-08-15,Active Member,High,10,8,,Active,Mr. Rajesh Mukherjee
533,Cricket Team,Sports,2025-08-29,Member,High,10,9,Winner - Intra College Competition,Active,Mr. Rajesh Mukherjee
533,Student Council,Other,2025-08-03,Member,Low,2,2,,Active,Mr. Rajesh Mukherjee
534,Basketball Team,Sports,2025-08-29,Member,Medium,5,3,,Active,Mr. Rajesh Mukherjee
535,AI/ML Club,Technical,2025-08-31,Active Member,Medium,3,5,,Active,Mr. Rajesh Mukherjee
536,Research Club,Academic,2025-08-22,Member,High,6,8,,Active,Mr. Rajesh Mukherjee
537,Cricket Team,Sports,2025-08-16,Member,Medium,5,2,Certificate of Excellence,Active,Mr. Rajesh Mukherjee
537,Dance Club,Cultural,2025-08-18,Member,Low,2,2,,Active,Mr. Rajesh Mukherjee
538,AI/ML Club,Technical,2025-08-02,Active Member,Medium,3,3,Winner - Intra College Competition,Active,Mr. Rajesh Mukherjee
538,Photography Club,Cultural,2025-08-19,Active Member,High,7,6,,Active,Mr. Rajesh Mukherjee
540,Badminton Club,Sports,2025-08-07,Member,Low,3,1,,Active,Mr. Rajesh Mukherjee
540,Coding Club,Technical,2025-08-11,Active Member,Medium,5,4,,Active,Mr. Rajesh Mukherjee
540,Drama Club,Cultural,2025-08-20,Active Member,Medium,6,5,,Active,Mr. Rajesh Mukherjee
541,Web Development Club,Technical,2025-08-13,Active Member,High,9,8,,Active,Mr. Rajesh Mukherjee
541,NSS,Social,2025-08-22,Member,Medium,6,2,,Active,Mr. Rajesh Mukherjee
541,Music Club,Cultural,2025-08-02,Active Member,Medium,4,2,,Active,Mr. Rajesh Mukherjee
542,Dance Club,Cultural,2025-08-12,Member,Low,2,0,,Active,Mr. Rajesh Mukherjee
542,Web Development Club,Technical,2025-08-20,Member,Low,3,2,,Active,Mr. Rajesh Mukherjee
542,Cricket Team,Sports,2025-08-11,Active Member,High,6,5,,Active,Mr. Rajesh Mukherjee
545,NCC,Social,2025-08-08,Coordinator,Very High,14,16,,Active,Mr. Rajesh Mukherjee
546,Drama Club,Cultural,2025-08-08,Member,High,6,5,,Active,Mr. Rajesh Mukherjee
546,College Magazine,Other,2025-08-31,Member,High,6,8,,Active,Mr. Rajesh Mukherjee
546,Robotics Club,Technical,2025-08-08,Active Member,Medium,6,3,,Active,Mr. Rajesh Mukherjee
546,Mathematics Club,Academic,2025-08-19,Member,High,8,5,,Active,Mr. Rajesh Mukherjee
550,Cricket Team,Sports,2025-08-13,Member,Low,2,1,,Inactive,Mr. Rajesh Mukherjee
550,Web Development Club,Technical,2025-08-12,Core Team,Very High,13,13,,Active,Mr. Rajesh Mukherjee
551,Robotics Club,Technical,2025-08-09,Member,Low,3,1,,Active,Mr. Rajesh Mukherjee
552,Football Team,Sports,2025-08-05,Member,Low,1,0,,Active,Mr. Rajesh Mukherjee
552,Music Club,Cultural,2025-08-17,Active Member,High,9,8,,Active,Mr. Rajesh Mukherjee
554,NCC,Social,2025-08-25,Core Team,Very High,14,16,,Active,Mr. Rajesh Mukherjee
554,Football Team,Sports,2025-08-03,Member,Medium,4,2,,Active,Mr. Rajesh Mukherjee
554,Mathematics Club,Academic,2025-08-28,Member,Medium,6,4,,Active,Mr. Rajesh Mukherjee
555,Web Development Club,Technical,2025-08-05,Member,Low,3,1,,Active,Mr. Rajesh Mukherjee
557,AI/ML Club,Technical,2025-08-09,Member,Medium,4,4,Best Performer Award,Active,Mr. Rajesh Mukherjee
558,Student Council,Other,2025-08-06,Active Member,Medium,4,5,,Active,Mr. Rajesh Mukherjee
558,Robotics Club,Technical,2025-08-29,Member,Medium,4,2,,Active,Mr. Rajesh Mukherjee
560,Badminton Club,Sports,2025-08-28,Active Member,Medium,6,2,,Active,Dr. Sunita Saxena
560,Rotaract Club,Social,2025-08-16,President/Head,Very High,13,15,,Active,Dr. Sunita Saxena
560,Robotics Club,Technical,2025-08-18,Member,High,9,7,,Active,Dr. Sunita Saxena
562,Robotics Club,Technical,2025-08-20,Member,Medium,5,3,Participation Certificate,Active,Dr. Sunita Saxena
562,Badminton Club,Sports,2025-08-24,Core Team,Very High,14,18,,Active,Dr. Sunita Saxena
562,Mathematics Club,Academic,2025-08-26,Member,Low,3,0,,Active,Dr. Sunita Saxena
563,Innovation Club,Academic,2025-08-21,Member,High,7,7,,Inactive,Dr. Sunita Saxena
563,Web Development Club,Technical,2025-08-08,Active Member,High,8,10,,Inactive,Dr. Sunita Saxena
564,Innovation Club,Academic,2025-08-11,Active Member,Medium,3,5,,Inactive,Dr. Sunita Saxena
564,Dance Club,Cultural,2025-08-11,Core Team,Very High,11,13,Participation Certificate,Inactive,Dr. Sunita Saxena
567,Photography Club,Cultural,2025-08-25,Member,High,10,5,,Active,Dr. Sunita Saxena
568,Coding Club,Technical,2025-08-23,Member,Medium,4,3,,Active,Dr. Sunita Saxena
569,Event Management Team,Other,2025-08-12,Member,Low,3,0,,Active,Dr. Sunita Saxena
569,AI/ML Club,Technical,2025-08-29,Member,Medium,5,5,,Active,Dr. Sunita Saxena
571,Student Council,Other,2025-08-10,Core Team,High,10,7,,Active,Dr. Sunita Saxena
571,Coding Club,Technical,2025-08-06,Member,High,6,5,Certificate of Excellence,Active,Dr. Sunita Saxena
571,Research Club,Academic,2025-08-28,Member,Medium,6,2,,Active,Dr. Sunita Saxena
573,Research Club,Academic,2025-08-23,Active Member,Medium,3,4,,Active,Dr. Sunita Saxena
574,Web Development Club,Technical,2025-08-17,Member,Low,2,1,Winner - Intra College Competition,Active,Dr. Sunita Saxena
574,NSS,Social,2025-08-25,Coordinator,Very High,11,11,Certificate of Excellence,Inactive,Dr. Sunita Saxena
574,Innovation Club,Academic,2025-08-17,Active Member,Medium,5,2,,Active,Dr. Sunita Saxena
575,Robotics Club,Technical,2025-08-25,Member,Low,2,1,,Active,Dr. Sunita Saxena
575,Football Team,Sports,2025-08-06,Member,High,10,9,,Active,Dr. Sunita Saxena
575,Mathematics Club,Academic,2025-08-22,Member,High,7,5,,Active,Dr. Sunita Saxena
576,Innovation Club,Academic,2025-08-23,Member,Medium,4,4,,Active,Dr. Sunita Saxena
576,Dance Club,Cultural,2025-08-27,Member,Low,3,1,,Active,Dr. Sunita Saxena
578,Football Team,Sports,2025-08-31,Member,Low,3,1,,Active,Dr. Sunita Saxena
578,Environmental Club,Social,2025-08-04,Member,Low,3,0,Winner - Inter College Competition,Active,Dr. Sunita Saxena
579,Drama Club,Cultural,2025-08-12,Member,Medium,5,3,,Active,Dr. Sunita Saxena
579,Mathematics Club,Academic,2025-08-22,Active Member,High,8,8,,Active,Dr. Sunita Saxena
579,Robotics Club,Technical,2025-08-21,Core Team,Very High,15,20,Participation Certificate,Active,Dr. Sunita Saxena
580,Mathematics Club,Academic,2025-08-13,Member,Medium,3,4,Participation Certificate,Active,Dr. Sunita Saxena
580,Robotics Club,Technical,2025-08-03,Member,Low,1,1,,Active,Dr. Sunita Saxena
583,College Magazine,Other,2025-08-09,Member,Medium,4,2,Winner - Intra College Competition,Active,Dr. Sunita Saxena
583,Mathematics Club,Academic,2025-08-05,Member,Medium,6,5,Best Performer Award,Active,Dr. Sunita Saxena
583,NSS,Social,2025-08-08,Member,Medium,6,2,,Active,Dr. Sunita Saxena
585,Dance Club,Cultural,2025-08-08,Member,Medium,3,5,Winner - Intra College Competition,Active,Dr. Sunita Saxena
585,Event Management Team,Other,2025-08-18,Active Member,Medium,4,5,,Active,Dr. Sunita Saxena
586,Music Club,Cultural,2025-08-28,Member,Medium,5,3,,Active,Dr. Sunita Saxena
587,Quiz Club,Academic,2025-08-12,Member,Low,1,2,,Inactive,Dr. Sunita Saxena
587,NSS,Social,2025-08-10,Core Team,High,10,5,,Active,Dr. Sunita Saxena
587,Student Council,Other,2025-08-28,Member,Medium,3,3,,Active,Dr. Sunita Saxena
591,Quiz Club,Academic,2025-08-27,Member,Low,1,2,,Active,Dr. Sunita Saxena
591,Cricket Team,Sports,2025-08-02,Member,High,10,7,,Active,Dr. Sunita Saxena
591,College Magazine,Other,2025-08-14,Coordinator,Very High,11,10,,Active,Dr. Sunita Saxena
592,Cricket Team,Sports,2025-08-23,Active Member,Medium,4,2,,Active,Dr. Sunita Saxena
592,College Magazine,Other,2025-08-04,Core Team,High,6,10,,Active,Dr. Sunita Saxena
592,Environmental Club,Social,2025-08-30,Member,High,8,6,,Active,Dr. Sunita Saxena
594,Web Development Club,Technical,2025-08-29,Active Member,High,6,10,,Inactive,Dr. Sunita Saxena
594,Event Management Team,Other,2025-08-12,Active Member,High,9,5,,Active,Dr. Sunita Saxena
595,Football Team,Sports,2025-08-13,Active Member,Medium,3,3,,Active,Dr. Sunita Saxena
595,Coding Club,Technical,2025-08-24,Member,Low,3,2,,Active,Dr. Sunita Saxena
595,NCC,Social,2025-08-20,Member,Medium,6,5,,Inactive,Dr. Sunita Saxena
595,Research Club,Academic,2025-08-23,Member,Low,3,2,,Active,Dr. Sunita Saxena
596,College Magazine,Other,2025-08-23,Active Member,Medium,4,4,,Active,Dr. Sunita Saxena
596,NCC,Social,2025-08-09,Member,Medium,3,3,,Active,Dr. Sunita Saxena
598,Basketball Team,Sports,2025-08-10,Member,Medium,3,4,,Active,Dr. Sunita Saxena
598,NCC,Social,2025-08-30,Member,Low,3,1,,Active,Dr. Sunita Saxena
600,Photography Club,Cultural,2025-08-02,Member,Low,1,2,,Active,Prof. Ramesh Choudhury
600,Student Council,Other,2025-08-03,Member,Low,2,1,Participation Certificate,Active,Prof. Ramesh Choudhury
600,Research Club,Academic,2025-08-20,Member,High,9,8,,Inactive,Prof. Ramesh Choudhury
601,Robotics Club,Technical,2025-08-14,Member,Medium,3,3,,Inactive,Prof. Ramesh Choudhury
601,NCC,Social,2025-08-09,Core Team,High,10,6,,Active,Prof. Ramesh Choudhury
601,Football Team,Sports,2025-08-22,Active Member,High,10,6,Best Performer Award,Inactive,Prof. Ramesh Choudhury
603,Robotics Club,Technical,2025-08-10,Member,High,6,8,Winner - Inter College Competition,Active,Prof. Ramesh Choudhury
605,Football Team,Sports,2025-08-02,Member,Medium,6,3,,Active,Prof. Ramesh Choudhury
606,NSS,Social,2025-08-07,Active Member,High,6,5,Winner - Inter College Competition,Active,Prof. Ramesh Choudhury
607,Dance Club,Cultural,2025-08-25,Active Member,Medium,4,4,,Active,Prof. Ramesh Choudhury
607,Web Development Club,Technical,2025-08-25,Member,Low,3,1,Best Performer Award,Active,Prof. Ramesh Choudhury
608,Badminton Club,Sports,2025-08-22,Member,Medium,6,4,,Active,Prof. Ramesh Choudhury
609,Badminton Club,Sports,2025-08-21,Member,Medium,6,4,Certificate of Excellence,Inactive,Prof. Ramesh Choudhury
611,Research Club,Academic,2025-08-05,Member,Low,1,2,Best Performer Award,Active,Prof. Ramesh Choudhury
612,Research Club,Academic,2025-08-04,Active Member,Medium,4,5,,Active,Prof. Ramesh Choudhury
612,Football Team,Sports,2025-08-25,Active Member,High,9,6,Winner - Inter College Competition,Active,Prof. Ramesh Choudhury
612,NSS,Social,2025-08-09,Member,Medium,4,2,Certificate of Excellence,Active,Prof. Ramesh Choudhury
613,Quiz Club,Academic,2025-08-19,Member,High,9,6,,Active,Prof. Ramesh Choudhury
613,NCC,Social,2025-08-06,Member,Low,2,1,Winner - Intra College Competition,Inactive,Prof. Ramesh Choudhury
614,Drama Club,Cultural,2025-08-25,Member,Medium,5,5,,Active,Prof. Ramesh Choudhury
614,Environmental Club,Social,2025-08-29,Active Member,High,10,9,,Active,Prof. Ramesh Choudhury
615,Badminton Club,Sports,2025-08-24,Active Member,Medium,6,4,Best Performer Award,Inactive,Prof. Ramesh Choudhury
615,Event Management Team,Other,2025-08-03,Member,Medium,6,4,,Active,Prof. Ramesh Choudhury
617,Badminton Club,Sports,2025-08-13,Member,Medium,6,3,,Active,Prof. Ramesh Choudhury
617,Dance Club,Cultural,2025-08-15,Member,High,8,6,,Active,Prof. Ramesh Choudhury
617,College Magazine,Other,2025-08-18,Active Member,High,9,5,,Active,Prof. Ramesh Choudhury
617,Research Club,Academic,2025-08-24,Member,Medium,6,3,Certificate of Excellence,Active,Prof. Ramesh Choudhury
618,Dance Club,Cultural,2025-08-02,Member,Low,3,0,,Inactive,Prof. Ramesh Choudhury
620,College Magazine,Other,2025-08-14,Active Member,Medium,5,5,,Active,Prof. Ramesh Choudhury
622,Student Council,Other,2025-08-14,Active Member,Medium,4,3,,Active,Prof. Ramesh Choudhury
623,Dance Club,Cultural,2025-08-18,Member,Low,2,0,,Active,Prof. Ramesh Choudhury
623,Robotics Club,Technical,2025-08-18,Member,Low,1,1,Participation Certificate,Active,Prof. Ramesh Choudhury
624,Basketball Team,Sports,2025-08-14,Active Member,Medium,4,3,,Active,Prof. Ramesh Choudhury
624,Robotics Club,Technical,2025-08-28,Active Member,Medium,4,4,,Active,Prof. Ramesh Choudhury
624,Photography Club,Cultural,2025-08-19,Active Member,Medium,3,4,,Active,Prof. Ramesh Choudhury
627,Robotics Club,Technical,2025-08-31,Member,Low,1,1,Winner - Inter College Competition,Active,Prof. Ramesh Choudhury
627,Student Council,Other,2025-08-19,Active Member,High,8,5,,Active,Prof. Ramesh Choudhury
627,NSS,Social,2025-08-02,Member,Low,3,0,,Active,Prof. Ramesh Choudhury
628,Student Council,Other,2025-08-20,Core Team,Very High,12,18,,Active,Prof. Ramesh Choudhury
628,NCC,Social,2025-08-23,Active Member,High,10,7,,Active,Prof. Ramesh Choudhury
630,Innovation Club,Academic,2025-08-19,Member,High,9,9,,Active,Prof. Ramesh Choudhury
630,Cricket Team,Sports,2025-08-29,Member,Low,2,0,,Inactive,Prof. Ramesh Choudhury
631,Student Council,Other,2025-08-03,Member,Low,2,1,,Active,Prof. Ramesh Choudhury
631,Robotics Club,Technical,2025-08-22,Member,Low,3,0,Winner - Intra College Competition,Active,Prof. Ramesh Choudhury
631,Cricket Team,Sports,2025-08-25,Active Member,Medium,5,5,Winner - Inter College Competition,Active,Prof. Ramesh Choudhury
632,Photography Club,Cultural,2025-08-18,Member,Medium,3,2,,Active,Prof. Ramesh Choudhury
632,Robotics Club,Technical,2025-08-26,Member,Low,1,2,,Active,Prof. Ramesh Choudhury
632,Student Council,Other,2025-08-11,Member,Medium,4,5,Certificate of Excellence,Active,Prof. Ramesh Choudhury
633,Mathematics Club,Academic,2025-08-19,Core Team,Very High,13,18,Winner - Intra College Competition,Active,Prof. Ramesh Choudhury
635,Cricket Team,Sports,2025-08-09,Member,Medium,5,3,,Active,Prof. Ramesh Choudhury
635,Quiz Club,Academic,2025-08-18,Active Member,High,10,7,Winner - Inter College Competition,Active,Prof. Ramesh Choudhury
636,Cricket Team,Sports,2025-08-23,Member,Low,3,2,,Inactive,Prof. Ramesh Choudhury
638,Robotics Club,Technical,2025-08-12,Member,Low,2,0,Winner - Intra College Competition,Active,Mr. Ashok Shah
639,Football Team,Sports,2025-08-31,Member,Low,1,0,,Active,Mr. Ashok Shah
639,College Magazine,Other,2025-08-03,Member,Medium,5,3,,Inactive,Mr. Ashok Shah
639,NSS,Social,2025-08-16,Member,Low,1,1,,Active,Mr. Ashok Shah
640,Badminton Club,Sports,2025-08-03,Active Member,Medium,3,2,,Active,Mr. Ashok Shah
640,Robotics Club,Technical,2025-08-29,Member,Medium,6,4,Winner - Intra College Competition,Inactive,Mr. Ashok Shah
642,NSS,Social,2025-08-29,Member,Low,2,2,,Active,Mr. Ashok Shah
642,Event Management Team,Other,2025-08-20,Member,Medium,6,4,,Active,Mr. Ashok Shah
642,Drama Club,Cultural,2025-08-27,Member,Low,1,2,,Active,Mr. Ashok Shah
642,Mathematics Club,Academic,2025-08-09,Member,High,8,9,,Active,Mr. Ashok Shah
644,Innovation Club,Academic,2025-08-08,Active Member,High,7,8,,Inactive,Mr. Ashok Shah
648,Event Management Team,Other,2025-08-24,Member,Medium,4,4,Participation Certificate,Active,Mr. Ashok Shah
648,Quiz Club,Academic,2025-08-10,Core Team,High,10,5,,Active,Mr. Ashok Shah
648,Football Team,Sports,2025-08-08,Member,Medium,4,5,,Active,Mr. Ashok Shah
649,Cricket Team,Sports,2025-08-27,Member,Medium,3,2,,Active,Mr. Ashok Shah
650,Badminton Club,Sports,2025-08-26,Active Member,Medium,5,4,,Active,Mr. Ashok Shah
651,Quiz Club,Academic,2025-08-08,Member,Low,1,0,,Active,Mr. Ashok Shah
651,College Magazine,Other,2025-08-02,Member,Low,3,0,,Active,Mr. Ashok Shah
651,Basketball Team,Sports,2025-08-16,Active Member,High,8,7,Best Performer Award,Inactive,Mr. Ashok Shah
651,Web Development Club,Technical,2025-08-23,Active Member,High,8,8,,Active,Mr. Ashok Shah
654,Innovation Club,Academic,2025-08-24,Core Team,High,9,9,,Active,Mr. Ashok Shah
654,NCC,Social,2025-08-08,Member,Low,1,1,,Active,Mr. Ashok Shah
654,Photography Club,Cultural,2025-08-04,Member,Medium,5,2,,Inactive,Mr. Ashok Shah
655,Badminton Club,Sports,2025-08-15,Member,Low,2,0,,Inactive,Mr. Ashok Shah
655,College Magazine,Other,2025-08-25,Core Team,High,9,7,,Active,Mr. Ashok Shah
656,Environmental Club,Social,2025-08-27,Core Team,Very High,11,10,,Active,Mr. Ashok Shah
656,Music Club,Cultural,2025-08-28,Member,Medium,6,5,,Active,Mr. Ashok Shah
656,Cricket Team,Sports,2025-08-06,Member,Low,1,2,,Active,Mr. Ashok Shah
657,Music Club,Cultural,2025-08-03,Member,Low,1,1,,Active,Mr. Ashok Shah
657,AI/ML Club,Technical,2025-08-19,Active Member,Medium,4,3,,Active,Mr. Ashok Shah
658,Web Development Club,Technical,2025-08-22,Member,Low,2,2,,Active,Mr. Ashok Shah
658,Quiz Club,Academic,2025-08-12,President/Head,Very High,12,16,,Active,Mr. Ashok Shah
661,Innovation Club,Academic,2025-08-23,Member,Low,1,2,Winner - Intra College Competition,Active,Mr. Ashok Shah
661,NCC,Social,2025-08-02,Member,Low,2,1,,Active,Mr. Ashok Shah
662,Football Team,Sports,2025-08-31,Member,Medium,3,3,,Active,Mr. Ashok Shah
662,AI/ML Club,Technical,2025-08-13,Member,Medium,5,3,Winner - Intra College Competition,Active,Mr. Ashok Shah
662,Music Club,Cultural,2025-08-26,Active Member,Medium,5,5,,Active,Mr. Ashok Shah
662,Mathematics Club,Academic,2025-08-14,Active Member,High,10,5,,Active,Mr. Ashok Shah
663,AI/ML Club,Technical,2025-08-12,Member,High,9,5,,Active,Mr. Ashok Shah
663,NCC,Social,2025-08-29,Active Member,High,10,7,Participation Certificate,Active,Mr. Ashok Shah
663,Mathematics Club,Academic,2025-08-05,Member,Low,2,1,,Inactive,Mr. Ashok Shah
665,Robotics Club,Technical,2025-08-05,Core Team,High,10,6,,Active,Mr. Ashok Shah
665,Rotaract Club,Social,2025-08-28,Member,Low,3,1,,Active,Mr. Ashok Shah
665,Football Team,Sports,2025-08-10,Member,Medium,3,5,Winner - Inter College Competition,Active,Mr. Ashok Shah
667,Quiz Club,Academic,2025-08-09,Member,Medium,3,2,,Active,Mr. Ashok Shah
667,AI/ML Club,Technical,2025-08-16,Coordinator,Very High,12,12,,Active,Mr. Ashok Shah
668,Photography Club,Cultural,2025-08-15,Member,High,10,8,,Active,Mr. Ashok Shah
668,Rotaract Club,Social,2025-08-04,Active Member,High,7,6,Winner - Inter College Competition,Active,Mr. Ashok Shah
669,Basketball Team,Sports,2025-08-15,Member,Medium,3,5,,Active,Mr. Ashok Shah
669,Event Management Team,Other,2025-08-27,Active Member,High,9,7,,Active,Mr. Ashok Shah
670,Quiz Club,Academic,2025-08-02,Active Member,High,10,8,Best Performer Award,Active,Mr. Ashok Shah
671,NSS,Social,2025-08-23,Member,High,10,8,Best Performer Award,Inactive,Mr. Ashok Shah
671,College Magazine,Other,2025-08-20,Member,Low,2,2,,Active,Mr. Ashok Shah
